idx;Variable_AR6;Unit;r21m42;r21m42_unit;r21m42_factor;r21m42_spatial;m42;m42_unit;m42_factor;r30m44;r30m44_unit;r30m44_factor;r30m44_spatial;m44;m44_unit;m44_factor;internal_comment;Comment;Definition
1504;Efficiency|Liquids|Gas|w/ CCS;%;;;;;;;;;;;;;;;;;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/ CCS|2,... Efficiency|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1505;Efficiency|Liquids|Gas|w/o CCS;%;;;;;;;;;;;;;;;;;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/o CCS|2,... Efficiency|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1506;Efficiency|Liquids|Oil;%;Tech|Liquids|Oil|Efficiency;%;;;;;;Tech|Liquids|Fossil|Oil|Efficiency;%;;;;;;;;Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new oil refining plant. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Oil|2,... Efficiency|Electricity|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1507;Lifetime|Electricity|Biomass|w/ CCS;years;Tech|Electricity|Biomass|IGCCC|w/ CCS|Lifetime;years;;;;;;Tech|Electricity|Biomass|Gasification Combined Cycle w/ CC|Lifetime;years;;;;;;;;Lifetime of a new biomass power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/ CCS|2,... Lifetime|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1508;Lifetime|Electricity|Biomass|w/o CCS;years;Tech|Electricity|Biomass|CHP|w/o CCS|Lifetime;years;;;;;;Tech|Electricity|Biomass|Combined Heat and Power w/o CC|Lifetime;years;;;;;;;;Lifetime of a new biomass power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/o CCS|2,... Lifetime|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1509;Lifetime|Electricity|Coal|w/ CCS;years;Tech|Electricity|Coal|IGCCC|w/ CCS|Lifetime;years;;;;;;Tech|Electricity|Coal|Gasification Combined Cycle w/ CC|Lifetime;years;;;;;;;;Lifetime of a new coal power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/ CCS|2,... Lifetime|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1510;Lifetime|Electricity|Coal|w/o CCS;years;Tech|Electricity|Coal|PC|w/o CCS|Lifetime;years;;;;;;Tech|Electricity|Coal|Pulverised Coal w/o CC|Lifetime;years;;;;;;;;Lifetime of a new coal power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/o CCS|2,... Lifetime|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1511;Lifetime|Electricity|Gas|w/ CCS;years;Tech|Electricity|Gas|CCC|w/ CCS|Lifetime;years;;;;;;Tech|Electricity|Gas|Combined Cycle w/ CC|Lifetime;years;;;;;;;;Lifetime of a new gas power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/ CCS|2,... Lifetime|Electricity|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1512;Lifetime|Electricity|Gas|w/o CCS;years;Tech|Electricity|Gas|CHP|w/o CCS|Lifetime;years;;;;;;Tech|Electricity|Gas|Combined Heat and Power w/o CC|Lifetime;years;;;;;;;;Lifetime of a new gas power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/o CCS|2,... Lifetime|Electricity|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1513;Lifetime|Electricity|Geothermal;years;Tech|Electricity|Geothermal|Lifetime;years;;;;;;Tech|Electricity|Geothermal|Lifetime;years;;;;;;;;Lifetime of a new geothermal power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Geothermal|2,... Lifetime|Electricity|Geothermal|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1514;Lifetime|Electricity|Hydro;years;Tech|Electricity|Hydro|Lifetime;years;;;;;;Tech|Electricity|Hydro|Lifetime;years;;;;;;;;Lifetime of a new hydropower plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Hydro|2,... Lifetime|Electricity|Hydro|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1515;Lifetime|Electricity|Nuclear;years;Tech|Electricity|Nuclear|Lifetime;years;;;;;;Tech|Electricity|Nuclear|Lifetime;years;;;;;;;;Lifetime of a new nuclear power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Nuclear|2,... Lifetime|Electricity|Nuclear|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1516;Lifetime|Electricity|Solar|CSP;years;Tech|Electricity|Solar|CSP|Lifetime;years;;;;;;Tech|Electricity|Solar|CSP|Lifetime;years;;;;;;;;Lifetime of a new concentrated solar power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|CSP|2,... Lifetime|Electricity|Solar|CSP|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1517;Lifetime|Electricity|Solar|PV;years;Tech|Electricity|Solar|PV|Lifetime;years;;;;;;Tech|Electricity|Solar|PV|Lifetime;years;;;;;;;;Lifetime of a new PV unit. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|PV|2,... Lifetime|Electricity|Solar|PV|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1518;Lifetime|Electricity|Wind;years;Tech|Electricity|Wind|Lifetime;years;;;;;;;years;;;;;;;;Lifetime of a new wind power plant (report only if wind power is not separated in onshore and offshore). Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|2,... Lifetime|Electricity|Wind|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1519;Lifetime|Electricity|Wind|Offshore;years;;;;;;;;Tech|Electricity|Wind|Offshore|Lifetime;years;;;;;;;;Lifetime of a new offshore wind power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Offshore|2,... Lifetime|Electricity|Wind|Offshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1520;Lifetime|Electricity|Wind|Onshore;years;;;;;;;;Tech|Electricity|Wind|Onshore|Lifetime;years;;;;;;;;Lifetime of a new onshore wind power plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Onshore|2,... Lifetime|Electricity|Wind|Onshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1521;Lifetime|Gases|Biomass|w/ CCS;years;;;;;;;;;;;;;;;;;Lifetime of a new biomass to gas plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/ CCS|2,... Lifetime|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1522;Lifetime|Gases|Biomass|w/o CCS;years;Tech|Gases|Biomass|w/o CCS|Lifetime;years;;;;;;Tech|Gases|Biomass|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new biomass to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/o CCS|2,... Lifetime|Gases|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1523;Lifetime|Gases|Coal|w/ CCS;years;;;;;;;;;;;;;;;;;Lifetime of a new coal to gas plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/ CCS|2,... Lifetime|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1524;Lifetime|Gases|Coal|w/o CCS;years;Tech|Gases|Coal|w/o CCS|Lifetime;years;;;;;;Tech|Gases|Fossil|Coal|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new coal to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/o CCS|2,... Lifetime|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1525;Lifetime|Hydrogen|Biomass|w/ CCS;years;Tech|Hydrogen|Biomass|w/ CCS|Lifetime;years;;;;;;Tech|Hydrogen|Biomass|w/ CC|Lifetime;years;;;;;;;;Lifetime of a new biomass to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/ CCS|2,... Lifetime|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1526;Lifetime|Hydrogen|Biomass|w/o CCS;years;Tech|Hydrogen|Biomass|w/o CCS|Lifetime;years;;;;;;Tech|Hydrogen|Biomass|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new biomass to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/o CCS|2,... Lifetime|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1527;Lifetime|Hydrogen|Coal|w/ CCS;years;Tech|Hydrogen|Coal|w/ CCS|Lifetime;years;;;;;;Tech|Hydrogen|Coal|w/ CC|Lifetime;years;;;;;;;;Lifetime of a new coal to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/ CCS|2,... Lifetime|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1528;Lifetime|Hydrogen|Coal|w/o CCS;years;Tech|Hydrogen|Coal|w/o CCS|Lifetime;years;;;;;;Tech|Hydrogen|Coal|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new coal to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/o CCS|2,... Lifetime|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1529;Lifetime|Hydrogen|Electricity;years;Tech|Hydrogen|Electricity|Lifetime;years;;;;;;Tech|Hydrogen|Electricity|Lifetime;years;;;;;;;;Lifetime of a new hydrogen-by-electrolysis plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Electricity|w/ CCS|2,... Lifetime|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1530;Lifetime|Hydrogen|Gas|w/ CCS;years;Tech|Hydrogen|Gas|w/ CCS|Lifetime;years;;;;;;Tech|Hydrogen|Gas|w/ CC|Lifetime;years;;;;;;;;Lifetime of a new gas to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/ CCS|2,... Lifetime|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1531;Lifetime|Hydrogen|Gas|w/o CCS;years;Tech|Hydrogen|Gas|w/o CCS|Lifetime;years;;;;;;Tech|Hydrogen|Gas|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new gas to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/o CCS|2,... Lifetime|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1532;Lifetime|Liquids|Biomass|w/ CCS;years;Tech|Liquids|Biomass|Biofuel|BioFTRC|w/ CCS|Lifetime;years;;;;;;Tech|Liquids|Biomass|BioFTR|w/ CC|Lifetime;years;;;;;;;;Lifetime of a new biomass to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/ CCS|2,... Lifetime|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1533;Lifetime|Liquids|Biomass|w/o CCS;years;Tech|Liquids|Biomass|Biofuel|BioFTR|w/o CCS|Lifetime;years;;;;;;Tech|Liquids|Biomass|BioFTR|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new biomass to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/o CCS|2,... Lifetime|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1534;Lifetime|Liquids|Coal|w/ CCS;years;Tech|Liquids|Coal|w/ CCS|Lifetime;years;;;;;;Tech|Liquids|Fossil|Coal|w/ CC|Lifetime;years;;;;;;;;Lifetime of a new coal to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/ CCS|2,... Lifetime|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1535;Lifetime|Liquids|Coal|w/o CCS;years;Tech|Liquids|Coal|w/o CCS|Lifetime;years;;;;;;Tech|Liquids|Fossil|Coal|w/o CC|Lifetime;years;;;;;;;;Lifetime of a new coal to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/o CCS|2,... Lifetime|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1536;Lifetime|Liquids|Gas|w/ CCS;years;;;;;;;;;;;;;;;;;Lifetime of a new gas to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/ CCS|2,... Lifetime|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1537;Lifetime|Liquids|Gas|w/o CCS;years;;;;;;;;;;;;;;;;;Lifetime of a new gas to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/o CCS|2,... Lifetime|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1538;Lifetime|Liquids|Oil;years;Tech|Liquids|Oil|Lifetime;years;;;;;;Tech|Liquids|Fossil|Oil|Lifetime;years;;;;;;;;Lifetime of a new oil refining plant. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported,modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Oil|w/ CCS|2,... Lifetime|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1539;OM Cost|Fixed|Electricity|Biomass|w/ CCS;US$2010/kW/yr;Tech|Electricity|Biomass|IGCCC|w/ CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Biomass|Gasification Combined Cycle w/ CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new biomass power plant with CCS. If more than one CCS biomass power technology is modelled,modellers should report fixed O&M costs  for each represented CCS biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/ CCS|2,... OM Cost|Fixed|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1540;OM Cost|Fixed|Electricity|Biomass|w/o CCS;US$2010/kW/yr;Tech|Electricity|Biomass|CHP|w/o CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Biomass|Combined Heat and Power w/o CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new biomass power plant w/o CCS. If more than one biomass power technology is modelled,modellers should report fixed O&M costs  for each represented biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/o CCS|2,... OM Cost|Fixed|Electricity|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1541;OM Cost|Fixed|Electricity|Coal|w/ CCS;US$2010/kW/yr;Tech|Electricity|Coal|IGCCC|w/ CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Coal|Gasification Combined Cycle w/ CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new coal power plant with CCS. If more than one CCS coal power technology is modelled (e.g. subcritical PC with post-combustion capture,supercritical PC with post-combustion capture,supercritical PC with oxyfuel combustion and capture,IGCC with pre-combustion capture),modellers should report fixed O&M costs  for each represented CCS coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/ CCS|2,... OM Cost|Fixed|Electricity|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1542;OM Cost|Fixed|Electricity|Coal|w/o CCS;US$2010/kW/yr;Tech|Electricity|Coal|PC|w/o CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Coal|Pulverised Coal w/o CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC,supercritical PC,IGCC),modellers should report fixed O&M costs  for each represented coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/o CCS|2,... OM Cost|Fixed|Electricity|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1543;OM Cost|Fixed|Electricity|Gas|w/ CCS;US$2010/kW/yr;Tech|Electricity|Gas|CCC|w/ CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Gas|Combined Cycle w/ CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new gas power plant with CCS. If more than one CCS gas power technology is modelled,modellers should report fixed O&M costs  for each represented CCS gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/ CCS|2,... OM Cost|Fixed|Electricity|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
1544;OM Cost|Fixed|Electricity|Gas|w/o CCS;US$2010/kW/yr;Tech|Electricity|Gas|CHP|w/o CCS|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;Tech|Electricity|Gas|Combined Heat and Power w/o CC|OM Cost|fixed;US$2005/kW/yr;1.10774;;;;;;;Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled,modellers should report fixed O&M costs  for each represented gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/o CCS|2,... OM Cost|Fixed|Electricity|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).
