idx;Variable_AR6;Unit;r21m42;r21m42_unit;r21m42_factor;r21m42_spatial;m42;m42_unit;m42_factor;r30m44;r30m44_unit;r30m44_factor;r30m44_spatial;m44;m44_unit;m44_factor;internal_comment;Comment;Definition
659;Energy Service|Residential and Commercial|Commercial|Offices|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;Ronstruction cost of commercial offices buildings including material and labour costs
660;Energy Service|Residential and Commercial|Commercial|Offices|Renovation rate;%/yr;;;;;;;;;;;;;;;;;Annual renovation rate of commercial offices buildings
661;Energy Service|Residential and Commercial|Commercial|Restaurant|Construction;bn m2/yr;;;;;;;;;;;;;;;;;Annual construction of commercial restaurant buildings
662;Energy Service|Residential and Commercial|Commercial|Restaurant|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;Construction cost of commercial restaurant buildings including material and labour costs
663;Energy Service|Residential and Commercial|Commercial|Restaurant|Construction rate;%/yr;;;;;;;;;;;;;;;;;Annual construction rate of commercial restaurant buildings
664;Energy Service|Residential and Commercial|Commercial|Restaurant|Floor space;bn m2/yr;;;;;;;;;;;;;;;;;Energy service demand for conditioned floor space in commercial restaurant buildings
665;Energy Service|Residential and Commercial|Commercial|Restaurant|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;Ronstruction cost of commercial restaurant buildings including material and labour costs
666;Energy Service|Residential and Commercial|Commercial|Restaurant|Renovation rate;%/yr;;;;;;;;;;;;;;;;;Annual renovation rate of commercial restaurant buildings
667;Energy Service|Residential and Commercial|Floor Space;bn m2/yr;Energy Service|Buildings|Floor Space;bn m2/yr;;;;;;Energy Service|Buildings|Floor Space;bn m2/yr;;;;;;;;annual demand for floor space (and associated energy servide demand for heating and lighting) in residential and commerical buildings
668;Energy Service|Residential and Commercial|Residential|Floor Space;bn m2/yr;Energy Service|Buildings|Residential|Floor Space;bn m2/yr;;;;;;Energy Service|Buildings|Residential|Floor Space;bn m2/yr;;;;;;;;energy service demand for conditioned floor space in residential buildings
669;Energy Service|Residential and Commercial|Residential|Multi-family|Construction;bn m2/yr;;;;;;;;;;;;;;;;;Annual construction of residential multi-family housing
670;Energy Service|Residential and Commercial|Residential|Multi-family|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;Construction cost of residential multi-family housing including material and labour costs
671;Energy Service|Residential and Commercial|Residential|Multi-family|Construction rate;%/yr;;;;;;;;;;;;;;;;;Annual construction rate of residential multi-family housing
672;Energy Service|Residential and Commercial|Residential|Multi-family|Floor space;bn m2/yr;;;;;;;;;;;;;;;;;Energy service demand for conditioned floor space in residential multi-family housing
673;Energy Service|Residential and Commercial|Residential|Multi-family|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;Renovation cost of residential multi-family housing including material and labour costs
674;Energy Service|Residential and Commercial|Residential|Multi-family|Renovation rate;%/yr;;;;;;;;;;;;;;;;;Annual renovation rate of residential multi-family housing
675;Energy Service|Residential and Commercial|Residential|Single family|Construction;bn m2/yr;;;;;;;;;;;;;;;;;Annual construction of residential single family housing
676;Energy Service|Residential and Commercial|Residential|Single family|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;Construction cost of residential single family housing including material and labour costs
677;Energy Service|Residential and Commercial|Residential|Single family|Construction rate;%/yr;;;;;;;;;;;;;;;;;Annual construction rate of residential single family housing
678;Energy Service|Residential and Commercial|Residential|Single family|Floor space;bn m2/yr;;;;;;;;;;;;;;;;;Energy service demand for conditioned floor space in residential single family housing
679;Energy Service|Residential and Commercial|Residential|Single family|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;Renovation cost of residential single family housing including material and labour costs
680;Energy Service|Residential and Commercial|Residential|Single family|Renovation rate;%/yr;;;;;;;;;;;;;;;;;Annual renovation rate of residential single family housing
681;Energy Service|Residential and Commercial|Residential|Slum|Construction;bn m2/yr;;;;;;;;;;;;;;;;;Annual construction of residential slum housing
682;Energy Service|Residential and Commercial|Residential|Slum|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;Construction cost of residential slum housing including material and labour costs
683;Energy Service|Residential and Commercial|Residential|Slum|Construction rate;%/yr;;;;;;;;;;;;;;;;;Annual construction rate of residential slum housing
684;Energy Service|Residential and Commercial|Residential|Slum|Floor space;bn m2/yr;;;;;;;;;;;;;;;;;Energy service demand for conditioned floor space in residential slum housing
685;Energy Service|Residential and Commercial|Residential|Slum|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;Renovation cost of residential slum housing including material and labour costs
686;Energy Service|Residential and Commercial|Residential|Slum|Renovation rate;%/yr;;;;;;;;;;;;;;;;;Annual renovation rate of residential slum housing
;Energy Service|Residential and Commercial|Construction rate;%/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Renovation rate;%/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Construction;bn m2/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Commercial|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Commercial|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Commercial|Construction;bn m2/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Commercial|Construction rate;%/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Commercial|Renovation rate;%/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Residential|Renovation cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Residential|Construction cost;US$2010/m2;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Residential|Construction;bn m2/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Residential|Construction rate;%/yr;;;;;;;;;;;;;;;;;
;Energy Service|Residential and Commercial|Residential|Renovation rate;%/yr;;;;;;;;;;;;;;;;;
687;Energy Service|Transportation|Aviation;bn vkm/yr;ES|Transport|VKM|Pass|Aviation|Domestic;bn vkm/yr;;;;;;ES|Transport|VKM|Pass|Aviation|Domestic;bn vkm/yr;;;;;;;;Annual demand for energy services in billion vehicle-kms related to both passenger and freight transportation by Aviation
687;Energy Service|Transportation|Aviation;bn vkm/yr;ES|Transport|VKM|Pass|Aviation|International;bn vkm/yr;;;;;;ES|Transport|VKM|Pass|Aviation|International;bn vkm/yr;;;;;;;;Annual demand for energy services in billion vehicle-kms related to both passenger and freight transportation by Aviation
688;Energy Service|Transportation|Freight;bn tkm/yr;ES|Transport|Freight;bn tkm/yr;;;;;;ES|Transport|Freight;bn tkm/yr;;;;;;;;annual demand for energy services related to freight transportation
689;Energy Service|Transportation|Freight|Aviation;bn tkm/yr;;;;;;;;;;;;;;;;;annual demand for energy services related to freight transportation in aviation
690;Energy Service|Transportation|Freight|International Shipping;bn tkm/yr;ES|Transport|Freight|International Shipping;bn tkm/yr;;;;;;ES|Transport|Freight|International Shipping;bn tkm/yr;;;;;;;;annual demand for energy services related to freight transportation in international shipping
691;Energy Service|Transportation|Freight|Navigation;bn tkm/yr;ES|Transport|Freight|Navigation;bn tkm/yr;;;;;;ES|Transport|Freight|Navigation;bn tkm/yr;;;;;;;;annual demand for energy services related to freight transportation in navigation
692;Energy Service|Transportation|Freight|Other;bn tkm/yr;;;;;;;;;;;;;;;;;annual demand for energy services related to freight transportation (other)
693;Energy Service|Transportation|Freight|Railways;bn tkm/yr;ES|Transport|Freight|Rail;bn tkm/yr;;;;;;ES|Transport|Freight|Rail;bn tkm/yr;;;;;;;;annual demand for energy services related to freight transportation in railways
694;Energy Service|Transportation|Freight|Road;bn tkm/yr;ES|Transport|Freight|Road;bn tkm/yr;;;;;;ES|Transport|Freight|Road;bn tkm/yr;;;;;;;;annual demand for energy services related to freight transportation on roads
695;Energy Service|Transportation|Navigation;bn vkm/yr;ES|Transport|VKM|Freight|Navigation;bn vkm/yr;;;;;;ES|Transport|VKM|Freight|Navigation;bn vkm/yr;;;;;;;;Annual demand for energy services in billion vehicle-kms related to both passenger and freight transportation by Navigation
696;Energy Service|Transportation|Passenger;bn pkm/yr;ES|Transport|Pass;bn pkm/yr;;;;;;ES|Transport|Pass;bn pkm/yr;;;;;;;;annual demand for energy services related to passenger transportation
697;Energy Service|Transportation|Passenger|Aviation;bn pkm/yr;ES|Transport|Pass|Aviation|Domestic;bn pkm/yr;;;;;;ES|Transport|Pass|Aviation|Domestic;bn pkm/yr;;;;;;;;annual demand for energy services related to passenger transportation in aviation
697;Energy Service|Transportation|Passenger|Aviation;bn pkm/yr;ES|Transport|Pass|Aviation|International;bn pkm/yr;;;;;;ES|Transport|Pass|Aviation|International;bn pkm/yr;;;;;;;;annual demand for energy services related to passenger transportation in aviation
698;Energy Service|Transportation|Passenger|Bicycling and Walking;bn pkm/yr;ES|Transport|Pass|Road|Non-Motorized;bn pkm/yr;;;;;;ES|Transport|Pass|Road|Non-Motorized;bn pkm/yr;;;;;;;;energy service demand for passenger transport on bicycles and by foot
699;Energy Service|Transportation|Passenger|Navigation;bn pkm/yr;;;;;;;;;;;;;;;;;annual demand for energy services related to passenger transportation in navigation
700;Energy Service|Transportation|Passenger|Other;bn pkm/yr;;;;;;;;;;;;;;;;;annual demand for energy services related to passenger transportation (other)
701;Energy Service|Transportation|Passenger|Railways;bn pkm/yr;ES|Transport|Pass|Rail;bn pkm/yr;;;;;;ES|Transport|Pass|Rail;bn pkm/yr;;;;;;;;annual demand for energy services related to passenger transportation in railways
702;Energy Service|Transportation|Passenger|Road;bn pkm/yr;ES|Transport|Pass|Road;bn pkm/yr;1;;;;;ES|Transport|Pass|Road;bn pkm/yr;1;;;;;;;annual demand for energy services related to passenger transportation on roads
;Energy Service|Transportation|Passenger|Road;bn pkm/yr;ES|Transport|Pass|Road|Non-Motorized;bn pkm/yr;-1;;;;;ES|Transport|Pass|Road|Non-Motorized;bn pkm/yr;-1;;;;;;;
703;Energy Service|Transportation|Passenger|Road|2W and 3W;bn pkm/yr;;;;;;;;;;;;;;;;;energy service demand for passenger transport on roads (two- and three-wheel vehicles)
704;Energy Service|Transportation|Passenger|Road|Bus;bn pkm/yr;ES|Transport|Pass|Road|Bus;bn pkm/yr;;;;;;ES|Transport|Pass|Road|Bus;bn pkm/yr;;;;;;;;energy service demand for passenger transport on roads (buses)
705;Energy Service|Transportation|Passenger|Road|LDV;bn pkm/yr;ES|Transport|Pass|Road|LDV;bn pkm/yr;;;;;;ES|Transport|Pass|Road|LDV;bn pkm/yr;;;;;;;;energy service demand for passenger transport on roads (light-duty vehicles: passenger cars and light trucks/SUVs/vans)
706;Energy Service|Transportation|Rail;bn vkm/yr;ES|Transport|VKM|Rail;bn vkm/yr;;;;;;ES|Transport|VKM|Rail;bn vkm/yr;;;;;;;;Annual demand for energy services in billion vehicle-kms related to both passenger and freight transportation by Rail
707;Energy Service|Transportation|Road;bn vkm/yr;ES|Transport|VKM|Road;bn vkm/yr;;;;;;ES|Transport|VKM|Road;bn vkm/yr;;;;;;;;Annual demand for energy services in billion vehicle-kms related to both passenger and freight transportation by Road
708;Final Energy;EJ/yr;FE;EJ/yr;;;;;;FE;EJ/yr;;;;;;;;total final energy consumption by all end-use sectors and all fuels,excluding transmission/distribution losses
;Final Energy (excl. feedstocks)|Industry;EJ/yr;;;;;;;;;;;;;;;;;
709;Final Energy (excl. feedstocks)|Industry|Electricity;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of electricity
710;Final Energy (excl. feedstocks)|Industry|Gases;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of gases
711;Final Energy (excl. feedstocks)|Industry|Gases|Bioenergy;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of gases|bioenergy
712;Final Energy (excl. feedstocks)|Industry|Gases|Fossil;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of gases|fossil
713;Final Energy (excl. feedstocks)|Industry|Gases|Hydrogen synfuel;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of gases|hydrogen synfuel
714;Final Energy (excl. feedstocks)|Industry|Heat;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of heat
715;Final Energy (excl. feedstocks)|Industry|Hydrogen;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of hydrogen
716;Final Energy (excl. feedstocks)|Industry|Liquids;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of liquids
717;Final Energy (excl. feedstocks)|Industry|Liquids|Bioenergy;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of liquids|bioenergy
718;Final Energy (excl. feedstocks)|Industry|Liquids|Fossil;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of liquids|fossil
719;Final Energy (excl. feedstocks)|Industry|Liquids|Hydrogen synfuel;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of liquids|hydrogen synfuel
720;Final Energy (excl. feedstocks)|Industry|Other;EJ/yr;;;;;;;;;;;;;;;;;Final Energy consumption by the industrial sector,excluding feedstocks use,of other
